user,date,login_hour,files_accessed,failed_logins,data_downloaded_mb,prediction,status,anomaly_score
user_03,2026-01-05,16,49,2,270,1,Normal,0.07285105204150488
user_02,2026-01-28,9,38,0,173,1,Normal,0.06162544381571483
user_05,2026-03-06,13,22,1,90,1,Normal,0.08441126382658759
user_04,2026-04-28,17,20,2,165,1,Normal,0.08744313318303959
user_01,2026-06-17,18,7,0,257,1,Normal,0.032282686692719054
user_05,2026-05-02,8,45,0,409,1,Normal,0.024766610106947917
user_04,2026-04-22,18,26,2,489,1,Normal,0.062367041180035165
user_05,2026-01-11,11,18,2,340,1,Normal,0.09502189670755101
user_01,2026-01-20,18,22,2,338,1,Normal,0.08853854812014356
user_02,2026-03-22,8,18,2,123,1,Normal,0.03423722981174082
user_04,2026-01-20,12,15,2,173,1,Normal,0.08438432260815809
user_04,2026-06-23,16,26,1,436,1,Normal,0.09016838407427902
user_01,2026-05-09,19,27,0,100,1,Normal,0.05627649238646826
user_01,2026-03-29,17,44,2,253,1,Normal,0.07727995786051639
user_03,2026-01-08,18,22,1,301,1,Normal,0.09057068852867567
user_05,2026-04-07,14,16,2,349,1,Normal,0.09056852856123865
user_01,2026-06-08,2,197,9,4210,-1,Anomaly,-0.10912909331029064
user_02,2026-04-10,3,213,6,4118,-1,Anomaly,-0.0932826909358696
user_03,2026-01-27,10,10,0,270,1,Normal,0.054837041315389246
user_05,2026-05-12,14,11,0,95,1,Normal,0.03956330093022148
user_01,2026-06-02,17,25,1,56,1,Normal,0.04625076311617793
user_04,2026-01-22,19,40,0,342,1,Normal,0.05616614790524377
user_04,2026-02-13,10,22,1,187,1,Normal,0.09094670006218641
user_01,2026-02-12,14,22,1,203,1,Normal,0.10982683453719294
user_01,2026-04-03,12,20,2,370,1,Normal,0.10324847290146172
user_05,2026-02-20,4,185,10,3540,-1,Anomaly,-0.11934305337885243
user_04,2026-03-26,15,26,1,467,1,Normal,0.07981060314173821
user_05,2026-02-04,12,25,2,405,1,Normal,0.1019224228630326
user_03,2026-02-15,14,25,1,426,1,Normal,0.09716731487506391
user_04,2026-05-28,20,20,1,242,1,Normal,0.05219859106331959
user_04,2026-04-04,9,41,0,353,1,Normal,0.06434246961784973
user_02,2026-06-24,20,40,0,422,1,Normal,0.0012373290577056828
user_02,2026-04-23,20,23,2,85,1,Normal,0.03628524673365474
user_04,2026-06-22,15,13,2,205,1,Normal,0.08821515857196
user_02,2026-04-19,20,29,0,279,1,Normal,0.04151771060313719
user_04,2026-05-30,14,39,2,495,1,Normal,0.055785062665186624
user_05,2026-01-10,20,28,2,465,1,Normal,0.019300085741489226
user_01,2026-01-28,20,20,2,390,1,Normal,0.044541082385875785
user_05,2026-01-12,17,46,2,381,1,Normal,0.06299045442340367
user_03,2026-04-21,9,5,0,182,1,Normal,0.011640460651777818
user_05,2026-05-23,17,49,2,163,1,Normal,0.053523240300310415
user_04,2026-04-29,20,48,2,403,1,Normal,0.009460880995973975
user_03,2026-01-07,15,11,1,262,1,Normal,0.08887693920761053
user_01,2026-01-30,19,14,1,209,1,Normal,0.06981759080033223
user_02,2026-05-14,15,27,1,99,1,Normal,0.08397447915788592
user_04,2026-03-23,9,24,0,464,1,Normal,0.04997599918503287
user_01,2026-03-29,18,11,2,459,1,Normal,0.053351844664069226
user_02,2026-05-13,10,40,0,219,1,Normal,0.06828836108365327
user_04,2026-03-01,20,30,2,144,1,Normal,0.05214860827152945
user_04,2026-04-12,8,44,0,280,1,Normal,0.033054645214982914
user_04,2026-01-02,19,18,0,192,1,Normal,0.05650921969934952
user_01,2026-05-28,9,39,0,237,1,Normal,0.07359085636315976
user_04,2026-01-30,12,47,1,320,1,Normal,0.08591349693624378
user_03,2026-06-02,14,44,1,350,1,Normal,0.07922879008819761
user_03,2026-04-28,17,16,2,411,1,Normal,0.08050741421341323
user_05,2026-06-01,9,48,0,210,1,Normal,0.04576241814086912
user_03,2026-01-30,10,28,2,122,1,Normal,0.07498647672462139
user_04,2026-06-02,10,41,1,266,1,Normal,0.09022151079073842
user_05,2026-06-27,18,16,2,135,1,Normal,0.06828564513467067
user_02,2026-02-17,13,33,2,77,1,Normal,0.07146145073460825
user_01,2026-05-05,10,17,1,337,1,Normal,0.07861192004757744
user_04,2026-04-15,18,36,1,413,1,Normal,0.07277941553265327
user_04,2026-02-12,9,41,0,457,1,Normal,0.05014920154317276
user_03,2026-01-09,12,19,2,197,1,Normal,0.09184369811874032
user_04,2026-05-25,19,36,2,311,1,Normal,0.059365829921853686
user_01,2026-03-10,20,39,1,327,1,Normal,0.030592819091869616
user_01,2026-04-23,16,18,1,102,1,Normal,0.07553658388077772
user_02,2026-03-18,8,33,1,228,1,Normal,0.07095890237821545
user_01,2026-04-23,9,20,0,465,1,Normal,0.049183605884877246
user_03,2026-06-06,18,32,0,365,1,Normal,0.07183458996751196
user_02,2026-02-22,20,8,2,229,1,Normal,0.02712053297287209
user_05,2026-05-18,10,25,2,199,1,Normal,0.08895361938535074
user_03,2026-05-12,18,11,0,434,1,Normal,0.035442593340904605
user_01,2026-03-12,18,13,2,493,1,Normal,0.03253158277462931
user_02,2026-03-24,11,48,1,300,1,Normal,0.0849284113357841
user_03,2026-06-10,14,29,1,88,1,Normal,0.08323537702142353
user_01,2026-04-14,16,22,2,499,1,Normal,0.06003273272995863
user_04,2026-03-25,17,5,2,97,1,Normal,0.028566152537316092
user_04,2026-06-12,5,201,5,4965,-1,Anomaly,-0.14140346500273604
user_04,2026-02-24,15,22,1,474,1,Normal,0.07477617860637248
user_05,2026-05-28,10,41,1,453,1,Normal,0.06954382156735511
user_01,2026-01-12,9,45,1,58,1,Normal,0.028247936267302598
user_02,2026-04-23,15,5,1,153,1,Normal,0.054844011131845394
user_02,2026-06-16,12,15,1,97,1,Normal,0.07129520703247094
user_03,2026-01-22,3,285,9,4093,-1,Anomaly,-0.1363479280381833
user_02,2026-04-20,4,119,5,3431,-1,Anomaly,-0.11294685804956872
user_02,2026-05-13,18,33,0,54,1,Normal,0.012016589941518885
user_01,2026-04-19,19,13,1,86,1,Normal,0.04187901065333194
user_01,2026-01-27,9,25,1,203,1,Normal,0.0871098704410671
user_02,2026-06-14,18,14,0,321,1,Normal,0.06225465846341249
user_05,2026-06-16,10,33,1,419,1,Normal,0.08943308212600237
user_02,2026-04-16,17,48,1,490,1,Normal,0.022580797543415243
user_01,2026-02-05,20,12,2,423,1,Normal,0.017922522112233663
user_04,2026-03-22,20,13,0,191,1,Normal,0.006948136631963808
user_02,2026-05-22,17,43,2,361,1,Normal,0.07469697123471819
user_01,2026-06-18,12,18,2,360,1,Normal,0.09576577382818247
user_04,2026-03-17,18,8,0,303,1,Normal,0.045400085412608704
user_02,2026-05-08,18,43,0,320,1,Normal,0.06186248160859248
